113, 100, 494, 0.049898989899, 763.944444444, 8060.53587018, 0.36, 0.18 
113, 100, 494, 0.049898989899, 763.944444444, 8060.53587018, 0.36, 0.18 
121, 100, 1044, 0.105454545455, 861.390243902, 7885.98019351, 0.41, 0.25 
123, 100, 706, 0.0713131313131, 1519.28571429, 7869.77706721, 0.28, 0.25 
127, 100, 630, 0.0636363636364, 1029.82142857, 8090.32428819, 0.28, 0.2 
200, 100, 640, 0.0646464646465, 835.28125, 7851.18274601, 0.32, 0.19 
1019, 100, 530, 0.0535353535354, 1198.92307692, 8117.46487744, 0.26, 0.21 
1027, 100, 394, 0.039797979798, 1028.37142857, 7709.08194987, 0.35, 0.24 
1051, 100, 654, 0.0660606060606, 1404.5, 7858.55462449, 0.22, 0.21 
1055, 100, 1034, 0.104444444444, 1487.63157895, 7858.3789686, 0.19, 0.18 
1059, 100, 600, 0.0606060606061, 902.322580645, 8124.62003631, 0.31, 0.19 
113, 300, 3320, 0.0370122630992, 858.625, 8007.41031662, 0.32, 0.193333333333 
121, 300, 8376, 0.0933779264214, 764.670454545, 8075.36509392, 0.293333333333, 0.15 
123, 300, 5262, 0.0586622073579, 964.326086957, 8073.77542255, 0.306666666667, 0.203333333333 
127, 300, 4568, 0.0509253065775, 881.968421053, 7850.43789253, 0.316666666667, 0.196666666667 
200, 300, 4660, 0.0519509476031, 1392.09876543, 7943.97191962, 0.27, 0.25 
1019, 300, 3650, 0.0406911928651, 880.417475728, 7863.86819593, 0.343333333333, 0.2 
1027, 300, 2404, 0.0268004459309, 1109.02409639, 7986.24837124, 0.276666666667, 0.2 
1051, 300, 4786, 0.0533556298774, 984.677777778, 7998.11812064, 0.3, 0.2 
1055, 300, 8286, 0.0923745819398, 876.883495146, 7995.06620442, 0.343333333333, 0.193333333333 
1059, 300, 4304, 0.0479821627648, 1027.31868132, 8149.21881125, 0.303333333333, 0.203333333333 
113, 900, 26464, 0.0327079471017, 925.321192053, 7986.61464249, 0.335555555556, 0.207777777778 
121, 900, 72276, 0.0893288839451, 1033.89591078, 7996.02191756, 0.298888888889, 0.206666666667 
123, 900, 44070, 0.0544679273267, 1009.50364964, 8015.03745752, 0.304444444444, 0.204444444444 
127, 900, 37784, 0.0466988011371, 948.771929825, 8003.22278364, 0.316666666667, 0.202222222222 
200, 900, 38618, 0.0477295760722, 1073.94676806, 7964.07962875, 0.292222222222, 0.207777777778 
1019, 900, 29458, 0.0364083549623, 848.49201278, 8032.99949245, 0.347777777778, 0.196666666667 
1027, 900, 18178, 0.0224669385737, 897.624573379, 7940.22647771, 0.325555555556, 0.191111111111 
1051, 900, 39742, 0.0491187739464, 908.085106383, 8010.17269111, 0.313333333333, 0.19 
1055, 900, 71468, 0.0883302434804, 1038.48351648, 8007.85336697, 0.303333333333, 0.213333333333 
1059, 900, 35390, 0.043739957978, 1025.33699634, 7980.98049548, 0.303333333333, 0.208888888889 
